group,Source,Record.Type,ID,species,spp,Latitude,Longitude,Collector,Date collected,Sex,Data.Resource.Name
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 3,foliosquama,Aipysurus foliosquama,-25.39025,113.626825,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 3,foliosquama,Aipysurus foliosquama,-25.39025,113.626825,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 3,foliosquama,Aipysurus foliosquama,-25.39025,113.626825,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 3,foliosquama,Aipysurus foliosquama,-25.39025,113.626825,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 23,foliosquama,Aipysurus foliosquama,-25.16304167,113.5894417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-11,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 23,foliosquama,Aipysurus foliosquama,-25.16304167,113.5894417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-11,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 5,foliosquama,Aipysurus foliosquama,-25.38568334,113.5804584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 5,foliosquama,Aipysurus foliosquama,-25.38568334,113.5804584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 5,foliosquama,Aipysurus foliosquama,-25.38568334,113.5804584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 5,foliosquama,Aipysurus foliosquama,-25.38568334,113.5804584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 5,foliosquama,Aipysurus foliosquama,-25.38568334,113.5804584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 56,foliosquama,Aipysurus foliosquama,-25.32949167,113.5539083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 30,foliosquama,Aipysurus foliosquama,-25.25008334,113.4456917,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 30,foliosquama,Aipysurus foliosquama,-25.25008334,113.4456917,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 104,foliosquama,Aipysurus foliosquama,-25.24035,113.444925,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-27,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 104,foliosquama,Aipysurus foliosquama,-25.24035,113.444925,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-27,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 104,foliosquama,Aipysurus foliosquama,-25.24035,113.444925,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-27,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 104,foliosquama,Aipysurus foliosquama,-25.24035,113.444925,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-27,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 46,foliosquama,Aipysurus foliosquama,-25.38486667,113.4406833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-13,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 46,foliosquama,Aipysurus foliosquama,-25.38486667,113.4406833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-13,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 8,foliosquama,Aipysurus foliosquama,-25.40045834,113.4204167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 8,foliosquama,Aipysurus foliosquama,-25.40045834,113.4204167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 8,foliosquama,Aipysurus foliosquama,-25.40045834,113.4204167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 11,foliosquama,Aipysurus foliosquama,-25.12133333,113.41985,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 11,foliosquama,Aipysurus foliosquama,-25.12133333,113.41985,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 11,foliosquama,Aipysurus foliosquama,-25.12133333,113.41985,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-03-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 41,pooleorum,Aipysurus laevis pooleorum,-25.39759167,113.4192833,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 105,foliosquama,Aipysurus foliosquama,-25.28498334,113.3843667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-28,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 105,foliosquama,Aipysurus foliosquama,-25.28498334,113.3843667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-28,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 105,foliosquama,Aipysurus foliosquama,-25.28498334,113.3843667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-28,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 105,foliosquama,Aipysurus foliosquama,-25.28498334,113.3843667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-28,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 44,foliosquama,Aipysurus foliosquama,-25.1141,113.332625,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 44,foliosquama,Aipysurus foliosquama,-25.1141,113.332625,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 44,foliosquama,Aipysurus foliosquama,-25.1141,113.332625,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 107,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 107,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 107,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 107,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 107,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 108,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 108,foliosquama,Aipysurus foliosquama,-25.057425,113.284425,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 42,foliosquama,Aipysurus foliosquama,-24.96426667,113.2783584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 42,foliosquama,Aipysurus foliosquama,-24.96426667,113.2783584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 42,foliosquama,Aipysurus foliosquama,-24.96426667,113.2783584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 42,foliosquama,Aipysurus foliosquama,-24.96426667,113.2783584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-04-12,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 109,foliosquama,Aipysurus foliosquama,-24.87203334,113.2681417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 109,foliosquama,Aipysurus foliosquama,-24.87203334,113.2681417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 109,foliosquama,Aipysurus foliosquama,-24.87203334,113.2681417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 109,foliosquama,Aipysurus foliosquama,-24.87203334,113.2681417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 109,foliosquama,Aipysurus foliosquama,-24.87203334,113.2681417,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-04-30,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 31,foliosquama,Aipysurus foliosquama,-25.665675,113.2571584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 31,foliosquama,Aipysurus foliosquama,-25.665675,113.2571584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 31,foliosquama,Aipysurus foliosquama,-25.665675,113.2571584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-02-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 110,foliosquama,Aipysurus foliosquama,-24.80115,113.2385917,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-01,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 110,foliosquama,Aipysurus foliosquama,-24.80115,113.2385917,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-01,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 110,foliosquama,Aipysurus foliosquama,-24.80115,113.2385917,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-01,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 1,pooleorum,Aipysurus laevis pooleorum,-25.73945,113.2333584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-16,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 87,foliosquama,Aipysurus foliosquama,-25.57441667,113.2264667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 87,foliosquama,Aipysurus foliosquama,-25.57441667,113.2264667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 87,foliosquama,Aipysurus foliosquama,-25.57441667,113.2264667,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 80,foliosquama,Aipysurus foliosquama,-25.59630833,113.2181167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-25,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 77,foliosquama,Aipysurus foliosquama,-25.563775,113.20355,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-11-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 77,foliosquama,Aipysurus foliosquama,-25.563775,113.20355,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-11-18,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 116,foliosquama,Aipysurus foliosquama,-25.56458333,113.2032584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-05,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 117,foliosquama,Aipysurus foliosquama,-25.56458333,113.2032584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-05,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 117,foliosquama,Aipysurus foliosquama,-25.56458333,113.2032584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-05,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 118,foliosquama,Aipysurus foliosquama,-25.56458333,113.2032584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-05,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 118,foliosquama,Aipysurus foliosquama,-25.56458333,113.2032584,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-05-05,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 21,foliosquama,Aipysurus foliosquama,-25.56215834,113.201975,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 21,foliosquama,Aipysurus foliosquama,-25.56215834,113.201975,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 73,foliosquama,Aipysurus foliosquama,-24.96131667,113.1976083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-11-14,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 73,foliosquama,Aipysurus foliosquama,-24.96131667,113.1976083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-11-14,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 73,foliosquama,Aipysurus foliosquama,-24.96131667,113.1976083,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-11-14,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 2,pooleorum,Aipysurus laevis pooleorum,-25.75831667,113.1796167,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-17,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 86,pooleorum,Aipysurus laevis pooleorum,-25.62466667,113.1605583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 86,pooleorum,Aipysurus laevis pooleorum,-25.62466667,113.1605583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 86,pooleorum,Aipysurus laevis pooleorum,-25.62466667,113.1605583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 86,pooleorum,Aipysurus laevis pooleorum,-25.62466667,113.1605583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 86,pooleorum,Aipysurus laevis pooleorum,-25.62466667,113.1605583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-26,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 20,pooleorum,Aipysurus laevis pooleorum,-25.62246667,113.1604583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 20,pooleorum,Aipysurus laevis pooleorum,-25.62246667,113.1604583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 20,pooleorum,Aipysurus laevis pooleorum,-25.62246667,113.1604583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 20,pooleorum,Aipysurus laevis pooleorum,-25.62246667,113.1604583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-11-20,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,SB 78,pooleorum,Aipysurus laevis pooleorum,-25.69875834,113.15665,"Department of Fisheries, WA (ID: D'Anastasi, B)",2016-02-24,,
WAFish_Char,"Department of Fisheries, WA",Research Trawl Survey,,foliosquama,Aipysurus foliosquama,-25.1156,113.3299915,"Department of Fisheries, WA (ID: Nitchke, C)",2017-06-14,,
WAFish_Char,"Department of Fisheries, WA",Research Trawl Survey,,foliosquama,Aipysurus foliosquama,-25.7363585,113.219325,"Department of Fisheries, WA (ID: Nitchke, C)",2017-06-20,,
WAFish_Char,"Department of Fisheries, WA",Research Trawl Survey,,foliosquama,Aipysurus foliosquama,-25.5654835,113.202317,"Department of Fisheries, WA (ID: Nitchke, C)",2017-06-19,,
WAFish_Char,"Department of Fisheries, WA",Research Trawl Survey,,foliosquama,Aipysurus foliosquama,-25.587592,113.106708,"Department of Fisheries, WA (ID: Nitchke, C)",2017-06-19,,
WAFish_Nat07,"Department of Fisheries, WA",Research Trawl Survey,,apraefrontalis,Aipysurus apraefrontalis,-21.944346,114.278082,"Department of Fisheries, WA (ID: Kangas, M)",2004-03-12,,
WAFish_Nat07,"Department of Fisheries, WA",Research Trawl Survey,,laevis,Aipysurus laevis laevis,-22.171376,114.313656,"Department of Fisheries, WA (ID: D'Anastasi, B)",2004-03-10,,
WAFish_Nat07,"Department of Fisheries, WA",Research Trawl Survey,,laevis,Aipysurus laevis laevis,-22.267295,114.219431,"Department of Fisheries, WA (ID: D'Anastasi, B)",2004-03-11,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,EG 2,laevis,Aipysurus laevis laevis,-22.11935,114.1400583,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-19,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,EG 4,laevis,Aipysurus laevis laevis,-22.165525,114.19315,"Department of Fisheries, WA (ID: D'Anastasi, B)",2014-08-19,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,EG 11,laevis,Aipysurus laevis laevis,-22.21928334,114.157225,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-11,,
WAFish_14-16,"Department of Fisheries, WA",Research Trawl Survey,EG 13,laevis,Aipysurus laevis laevis,-22.14746667,114.143025,"Department of Fisheries, WA (ID: D'Anastasi, B)",2015-05-12,,
WAFish_Nat17,"Department of Fisheries, WA",Research Trawl Survey,,laevis,Aipysurus laevis laevis,-20.397225,117.313367,"Department of Fisheries, WA (ID: Udyawer, V)",2017-07-15,,
WAFish_Nat17,"Department of Fisheries, WA",Research Trawl Survey,,laevis,Aipysurus laevis laevis,-20.380975,117.315158,"Department of Fisheries, WA (ID: Udyawer, V)",2017-07-16,,
WAFish_Nat17b,"Department of Fisheries, WA",Research Trawl Survey,SS170808-01,laevis,Aipysurus laevis laevis,-21.50888,114.711945,"Department of Fisheries, WA (ID: Udyawer, V)",2017-08-08,,
